PayerAccountName,ProductCode,UsageType,RateId,ItemDescription,UsageQuantity,BlendedRate,CostBeforeTax,TotalCost,Tax,SrNo,Tag
Alphasense Inc,qsimp98ar1vg6v6ks5um9tlo,MP:UserSSLVPN-Units,1717655009,AWS Marketplace software usage|us-east-1|Number of User or Client SSL VPN Connections,7391,,221.73,221.73,0,1,Others
Alphasense Inc,qsimp98ar1vg6v6ks5um9tlo,MP:UserSSLVPN-Units,1717655009,AWS Marketplace software usage|us-east-1|Number of User or Client SSL VPN Connections,7391,,221.73,221.73,0,2,Others
Alphasense Inc,,,,Total amount for invoice Estimated_MP,,,221.73,221.73,0,3,Totals
Alphasense Inc,ComputeSavingsPlans,EC2SP:m4.1yrNoUpfront,1087012127,1 year No Upfront m4 EC2 Instance Savings Plan in us-east-1,720,,3600,3600,0,4,Savings Plan
Alphasense Inc,AmazonRDS,InstanceUsage:db.m3.large,5756942,"MySQL, db.m3.xlarge reserved instance applied",719,,0,0,0,5,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:c5.4xlarge,220423811,"Linux/UNIX (Amazon VPC), c5.4xlarge reserved instance applied",9720.199451,,0,0,0,6,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:r4.4xlarge,213485374,"Linux/UNIX (Amazon VPC), r4.8xlarge reserved instance applied",277.225001,,0,0,0,7,Compute - RI
Alphasense Inc,AmazonRDS,InstanceUsage:db.r3.2xlarge,5765701,"MySQL, db.r3.2xlarge reserved instance applied",719,,0,0,0,8,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:c4.xlarge,213427750,"Linux/UNIX (Amazon VPC), c4.8xlarge reserved instance applied",4505.961385,,0,0,0,9,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c4.4xlarge,213191138,"Linux/UNIX (Amazon VPC), c4.4xlarge reserved instance applied",384.6998942,,0,0,0,10,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.large,220423811,"Linux/UNIX (Amazon VPC), c5.4xlarge reserved instance applied",18511.97746,,0,0,0,11,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.xlarge,220423811,"Linux/UNIX (Amazon VPC), c5.4xlarge reserved instance applied",2308.796084,,0,0,0,12,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:r4.2xlarge,213485374,"Linux/UNIX (Amazon VPC), r4.8xlarge reserved instance applied",356.685834,,0,0,0,13,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.2xlarge,220423811,"Linux/UNIX (Amazon VPC), c5.4xlarge reserved instance applied",3153.578329,,0,0,0,14,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.2xlarge,229993749,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied",796.8248588,,0,0,0,15,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c4.4xlarge,213191138,"Linux/UNIX (Amazon VPC), c4.4xlarge reserved instance applied",5508.402218,,0,0,0,16,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.large,220409827,"Linux/UNIX (Amazon VPC), c5.9xlarge reserved instance applied",29862.82778,,0,0,0,17,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.xlarge,224618564,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied",5,,0,0,0,18,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c4.2xlarge,213191138,"Linux/UNIX (Amazon VPC), c4.4xlarge reserved instance applied",5193.998749,,0,0,0,19,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:r4.xlarge,213485374,"Linux/UNIX (Amazon VPC), r4.8xlarge reserved instance applied",7.435277,,0,0,0,20,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.9xlarge,220423811,"Linux/UNIX (Amazon VPC), c5.4xlarge reserved instance applied",90.81784392,,0,0,0,21,Compute - RI
Alphasense Inc,AmazonRDS,InstanceUsage:db.m3.xlarge,5749049,"MySQL, db.m3.large reserved instance applied",359.5,,0,0,0,22,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:m5.4xlarge,218780898,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied",369.5644441,,0,0,0,23,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:r4.8xlarge,213485374,"Linux/UNIX (Amazon VPC), r4.8xlarge reserved instance applied",2649.286631,,0,0,0,24,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c4.large,213427750,"Linux/UNIX (Amazon VPC), c4.8xlarge reserved instance applied",1538.074721,,0,0,0,25,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.xlarge,220409827,"Linux/UNIX (Amazon VPC), c5.9xlarge reserved instance applied",1200.066957,,0,0,0,26,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.large,218780898,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied",1965.760555,,0,0,0,27,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.2xlarge,220409827,"Linux/UNIX (Amazon VPC), c5.9xlarge reserved instance applied",549.524367,,0,0,0,28,Compute - RI
Alphasense Inc,AmazonRDS,InstanceUsage:db.m4.xlarge,7164893,"MySQL, db.m4.large reserved instance applied",1277.944862,,0,0,0,29,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:m5.2xlarge,218780898,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied",2172.738474,,0,0,0,30,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.xlarge,232000610,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied",318.2697235,,0,0,0,31,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.4xlarge,220409827,"Linux/UNIX (Amazon VPC), c5.9xlarge reserved instance applied",552.3676058,,0,0,0,32,Compute - RI
Alphasense Inc,AmazonRDS,InstanceUsage:db.r5.4xl,354328686,"Aurora MySQL, db.r5.4xl reserved instance applied",1394.221875,,0,0,0,33,Cloud SQL
Alphasense Inc,AmazonRDS,InstanceUsage:db.m3.xlarge,5756942,"MySQL, db.m3.xlarge reserved instance applied",359.5,,0,0,0,34,Cloud SQL
Alphasense Inc,AmazonRDS,InstanceUsage:db.r4.xlarge,208219314,"Aurora, db.r4.xlarge reserved instance applied",1438,,0,0,0,35,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:c4.4xlarge,213427750,"Linux/UNIX (Amazon VPC), c4.8xlarge reserved instance applied",180.6337151,,0,0,0,36,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.large,224618564,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied",14390,,0,0,0,37,Compute - RI
Alphasense Inc,AmazonRDS,InstanceUsage:db.r4.large,208219366,"Aurora, db.r4.large reserved instance applied",719,,0,0,0,38,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:r5.2xlarge,280307554,"Linux/UNIX (Amazon VPC), r5.4xlarge reserved instance applied",10172.37612,,0,0,0,39,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.large,232000610,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied",6553.460553,,0,0,0,40,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.2xlarge,218979042,"Linux/UNIX (Amazon VPC), c5.xlarge reserved instance applied",6.71132125,,0,0,0,41,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.large,218979042,"Linux/UNIX (Amazon VPC), c5.xlarge reserved instance applied",14314.14917,,0,0,0,42,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.4xlarge,229993749,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied",6801.587571,,0,0,0,43,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c5.xlarge,218979042,"Linux/UNIX (Amazon VPC), c5.xlarge reserved instance applied",29.5027745,,0,0,0,44,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.4xlarge,232000610,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied",0.25,,0,0,0,45,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:m5.2xlarge,232000610,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied",2,,0,0,0,46,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c4.2xlarge,213427750,"Linux/UNIX (Amazon VPC), c4.8xlarge reserved instance applied",2761.233197,,0,0,0,47,Compute - RI
Alphasense Inc,AmazonRDS,InstanceUsage:db.r5.4xl,354328686,"Aurora MySQL, db.r5.4xl reserved instance applied",719,,0,0,0,48,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:m5.xlarge,218780898,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied",7593.384998,,0,0,0,49,Compute - RI
Alphasense Inc,AmazonEC2,BoxUsage:c4.8xlarge,213191138,"Linux/UNIX (Amazon VPC), c4.4xlarge reserved instance applied",767.5748451,,0,0,0,50,Compute - RI
Alphasense Inc,AmazonRDS,InstanceUsage:db.r5.4xl,354328686,"Aurora MySQL, db.r5.4xl reserved instance applied",719,,0,0,0,51,Cloud SQL
Alphasense Inc,AmazonRDS,InstanceUsage:db.m4.large,7164893,"MySQL, db.m4.large reserved instance applied",1758.110277,,0,0,0,52,Cloud SQL
Alphasense Inc,AmazonRDS,InstanceUsage:db.r5.large,354328686,"Aurora MySQL, db.r5.4xl reserved instance applied",350.225,,0,0,0,53,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:r5.xlarge,280307554,"Linux/UNIX (Amazon VPC), r5.4xlarge reserved instance applied",8455.247766,,0,0,0,54,Compute - RI
Alphasense Inc,AmazonRDS,Aurora:StorageUsage,1730456722,$0.10 per GB-month of consumed storage (Aurora),8933.325806,,893.33,893.33,0,55,Cloud SQL
Alphasense Inc,AmazonS3,EU-Requests-Tier1,1686267675,"$0.005 per 1,000 PUT, COPY, POST, or LIST requests",135305,,0.68,0.68,0,56,GC Storage
Alphasense Inc,AmazonCloudWatch,USW2-CW:Requests,1682788061,"$0.01 per 1,000 requests",8183,,0.08,0.08,0,57,Cloud Monitoring
Alphasense Inc,AmazonCloudWatch,USE2-CW:GMD-Metrics,1682788315,"$0.01 per 1,000 metrics requested using GetMetricData API - US East (Ohio)",1,,0,0,0,58,Cloud Monitoring
Alphasense Inc,AWSDataTransfer,USE1-UGW1-AWS-Out-Bytes,1698932268,$0.02 per GB - US East (Northern Virginia) data transfer to AWS GovCloud (US),0.00000199,,0,0,0,59,VM to VM Egress
Alphasense Inc,AmazonEC2,EBS:SnapshotUsage,1720450029,$0.05 per GB-Month of snapshot data stored - US East (Northern Virginia),218.1592173,,10.91,13.528357,2.618357,60,PD Storage
Alphasense Inc,AmazonCloudFront,AU-DataTransfer-Out-Bytes,1109507289,$0.114 per GB - first 10 TB / month data transfer out,0.76673024,,0.09,0.09,0,61,Cloud CDN
Alphasense Inc,AWSDataTransfer,USE1-AFS1-AWS-Out-Bytes,1698932296,USD 0.02 per GB for EUN1-AWS-Out-Bytes in Africa (Cape Town),0.00000299,,0,0,0,62,VM to VM Egress
Alphasense Inc,AmazonS3,USE2-Requests-Tier2,1686268289,"$0.004 per 10,000 GET and all other requests",5445,,0,0,0,63,GC Storage
Alphasense Inc,awskms,eu-west-2-KMS-Keys,1698969110,$1 per customer managed KMS key version in EU (London),0.99861191,,1,1,0,64,Others
Alphasense Inc,AmazonEC2,BoxUsage:c4.4xlarge,1720461017,$0.796 per On Demand Linux c4.4xlarge Instance Hour,334.3001058,,266.1,329.964522,63.864522,65,Compute - BU
Alphasense Inc,AWSXRay,USE1-XRay-TracesAccessed,1663629453,"AWS X-Ray - Traces Accessed Free Tier - 1,000,000 traces - US East (North Virginia)",3,,0,0,0,66,Others
Alphasense Inc,AmazonECR,TimedStorage-ByteHrs,1686680517,$0.10 per GB-month of data storage,3499.773436,,349.98,349.98,0,67,Container Registry
Alphasense Inc,AmazonEC2,SpotUsage:t3.2xlarge,1719483123,t3.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #7,13.288888,,2.64,2.64,0,68,Compute - SU
Alphasense Inc,AmazonEC2,SpotUsage:m4.2xlarge,1719495979,m4.2xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #7,2972.326659,,456,456,0,69,Compute - SU
Alphasense Inc,AWSSecretsManager,USE1-AWSSecretsManager-Secrets,1271388477,$0.40 per Secret,2.98750239,,1.2,1.2,0,70,Others
Alphasense Inc,AmazonEC2,BoxUsage:r5.2xlarge,1720456363,$0.504 per On Demand Linux r5.2xlarge Instance Hour,19582.58471,,9869.62,9869.62,0,71,Compute - BU
Alphasense Inc,AmazonWorkDocs,WorkDocs-APS1-WSOnly-UserHrs,1377768078,$0 per WorkSpaces Only user per month in the APS1 region,2.61093632,,0,0,0,72,Others
Alphasense Inc,AWSDataTransfer,APS3-APS1-AWS-Out-Bytes,1698931715,$0.086 per GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Singapore),0.00002244,,0,0,0,73,VM to VM Egress
Alphasense Inc,AmazonCloudWatch,APN1-CW:Requests,1682787753,"$0.00 per request - first 1,000,000 requests",8180,,0,0,0,74,Cloud Monitoring
Alphasense Inc,awswaf,WebACL,1658911895,Price per WebACL,2.44444497,,12.22,12.22,0,75,Others
Alphasense Inc,AmazonEC2,SpotUsage:m5n.2xlarge,1719490506,m5n.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,104.768056,,19.58,19.58,0,76,Compute - SU
Alphasense Inc,AmazonEC2,SpotUsage:c4.8xlarge,1719481362,c4.8xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #7,831.618333,,447.46,447.46,0,77,Compute - SU
Alphasense Inc,AmazonEC2,SpotUsage:m5a.4xlarge,1719489305,m5a.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,42.749722,,15.63,15.63,0,78,Compute - SU
Alphasense Inc,AmazonRDS,Multi-AZUsage:db.m4.large,1730457326,$0.350 per RDS db.m4.large Multi-AZ instance hour (or partial hour) running MySQL,719,,251.65,251.65,0,79,Cloud SQL
Alphasense Inc,AWSDataTransfer,USE1-EUS1-AWS-Out-Bytes,1698932279,USD 0.02 per GB for USE1-EUS1-AWS-Out-Bytes in EU (Milan),2.50E-07,,0,0,0,80,VM to VM Egress
Alphasense Inc,AmazonEC2,USE2-ElasticIP:IdleAddress,1720482855,$0.005 per Elastic IP address not attached to a running instance per hour (prorated),1437,,7.19,7.19,0,81,Idle Address
Alphasense Inc,AmazonEC2,BoxUsage:c5.4xlarge,1720450579,$0.68 per On Demand Linux c5.4xlarge Instance Hour,6568.733211,,4466.74,4466.74,0,82,Compute - BU
Alphasense Inc,AmazonRoute53,HostedZone,1463265141,$0.10 per Hosted Zone for additional Hosted Zones,62,,6.2,6.2,0,83,Cloud DNS
Alphasense Inc,AmazonEC2,BoxUsage:r3.2xlarge,1720457618,$0.665 per On Demand Linux r3.2xlarge Instance Hour,5328.191944,,3543.25,3543.25,0,84,Compute - BU
Alphasense Inc,AmazonCloudFront,JP-Requests-Tier1,1109507255,"$0.0090 per 10,000 HTTP Requests",637,,0,0,0,85,Cloud CDN
Alphasense Inc,AmazonCloudWatch,USE1-DataProcessing-Bytes,1682788361,$0.50 per GB log data ingested - US East (Northern Virginia),7550.921916,,3775.46,3775.46,0,86,Cloud Logging
Alphasense Inc,AWSGlue,USE1-Catalog-Request,599148484,$0 for AWS Glue Data Catalog requests under the free tier,150,,0,0,0,87,Others
Alphasense Inc,AmazonEC2,SpotUsage:t2.xlarge,1719509901,t2.xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #1,19.109999,,1.13,1.13,0,88,Compute - SU
Alphasense Inc,AWSDataTransfer,EU-EUW3-AWS-In-Bytes,1698931131,$0.00 per GB - EU (Ireland) data transfer from EU (Paris),3.20E-07,,0,0,0,89,VM to VM Ingress
Alphasense Inc,AmazonEC2,APS3-BoxUsage:t2.small,1720239800,$0.0248 per On Demand Linux t2.small Instance Hour,719,,17.83,17.83,0,90,Compute - BU
Alphasense Inc,AmazonS3,USE2-TimedStorage-ByteHrs,1686268253,$0.023 per GB - first 50 TB / month of storage used,0.0001548,,0,0,0,91,GC Storage
Alphasense Inc,AWSDataTransfer,EUN1-USE1-AWS-In-Bytes,1698932745,USD 0.0 per GB for USE1-AWS-In-Bytes in EU (Stockholm),0.00000405,,0,0,0,92,VM to VM Ingress
Alphasense Inc,AmazonEC2,BoxUsage:m3.medium,1720451455,$0.067 per On Demand Linux m3.medium Instance Hour,409.544167,,27.44,27.44,0,93,Compute - BU
Alphasense Inc,awskms,us-east-1-KMS-Requests,1698969162,$0.03 per 10000 KMS requests in US East (N. Virginia),54003,,0.16,0.16,0,94,Others
Alphasense Inc,AmazonEC2,EBSOptimized:m4.2xlarge,1720464034,$0.000 for 1000 Mbps per m4.2xlarge instance-hour (or partial hour),563.845278,,0,0,0,95,Others
Alphasense Inc,AmazonEC2,USE2-BoxUsage:t2.small,1720472583,$0.023 per On Demand Linux t2.small Instance Hour,35.002222,,0.81,0.81,0,96,Compute - BU
Alphasense Inc,AWSQueueService,EUW3-Requests-Tier1,1696977780,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",51,,0,0,0,97,Cloud Pub/Sub
Alphasense Inc,AWSCodePipeline,USE1-activePipeline,1660577814,$0.00 for first active pipeline,1,,0,0,0,98,Others
Alphasense Inc,AWSDataTransfer,EU-APS3-AWS-In-Bytes,1698931096,$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Mumbai),0.00000132,,0,0,0,99,VM to VM Ingress
Alphasense Inc,AmazonCloudWatch,APS3-CW:AlarmMonitorUsage,1682787644,$0.00 per alarm metric month - first 10 alarm metrics,1.99699234,,0,0,0,100,Cloud Monitoring
Alphasense Inc,AmazonES,ES:GP2-Storage,1651964164,$0.135 per GB-month of general purpose provisioned storage,413.2916789,,55.79,55.79,0,101,Elasticsearch
Alphasense Inc,AWSDataTransfer,EUW2-EUN1-AWS-Out-Bytes,1698930810,USD 0.02 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),0.000001,,0,0,0,102,VM to VM Egress
Alphasense Inc,AWSDataTransfer,USE1-USW1-AWS-Out-Bytes,1698932134,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),0.00008606,,0,0,0,103,VM to VM Egress
Alphasense Inc,AmazonEC2,BoxUsage:t2.medium,1720461567,$0.0464 per On Demand Linux t2.medium Instance Hour,10187.25778,,472.69,472.69,0,104,Compute - BU
Alphasense Inc,AmazonEC2,SpotUsage:m4.4xlarge,1719484517,m4.4xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #5,7242.022506,,2431.46,2431.46,0,105,Compute - SU
Alphasense Inc,AmazonCloudWatch,EUW3-CW:Requests,1682794341,"$0.01 per 1,000 requests",8181,,0.08,0.08,0,106,Cloud Monitoring
Alphasense Inc,AmazonRDS,InstanceUsage:db.t3.small,1730456589,USD 0.041 per db.t3.small Single-AZ instance hour (or partial hour) running Aurora MySQL,1438,,58.96,58.96,0,107,Cloud SQL
Alphasense Inc,AWSDataTransfer,USE1-APS3-AWS-Out-Bytes,1698932194,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Mumbai),14.84466908,,0.3,0.3,0,108,VM to VM Egress
Alphasense Inc,AWSIoT,USE1-RegistryAndShadowOperations,614995583,$1.25 per million Device Shadow and Device Registry Operations,132,,0,0,0,109,Others
Alphasense Inc,AWSDataTransfer,USE1-MES1-AWS-In-Bytes,1698932121,USD0.0 per GB for  in Middle East (Bahrain),4.00E-08,,0,0,0,110,VM to VM Ingress
Alphasense Inc,AWSDataTransfer,APS3-EUW2-AWS-Out-Bytes,1698931628,$0.086 per GB - Asia Pacific (Mumbai) data transfer to EU (London),0.00000446,,0,0,0,111,VM to VM Egress
Alphasense Inc,AWSDataTransfer,EU-USW1-AWS-Out-Bytes,1698931146,$0.02 per GB - EU (Ireland) data transfer to US West (Northern California),0.00000203,,0,0,0,112,VM to VM Egress
Alphasense Inc,AWSDataTransfer,USE2-APN2-AWS-In-Bytes,1698932346,$0.00 per GB - US East (Ohio) data transfer from Asia Pacific (Seoul),1.10E-07,,0,0,0,113,VM to VM Ingress
Alphasense Inc,AmazonEC2,BoxUsage:c3.4xlarge,1720462172,$0.840 per On Demand Linux c3.4xlarge Instance Hour,719,,603.96,603.96,0,114,Compute - BU
Alphasense Inc,AmazonEC2,SpotUsage:t2.large,1719499204,t2.large Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #5,6.768333,,0.19,0.19,0,115,Compute - SU
Alphasense Inc,AWSDataTransfer,EUW2-APN2-AWS-In-Bytes,1698930877,$0.00 per GB - EU (London) data transfer from Asia Pacific (Seoul),0.00000754,,0,0,0,116,VM to VM Ingress
Alphasense Inc,AmazonCloudFront,US-Requests-Tier1,1109507381,"$0.0075 per 10,000 HTTP Requests",224649,,0.17,0.17,0,117,Cloud CDN
Alphasense Inc,AmazonCloudWatch,EUW2-CW:Requests,1682794331,"$0.01 per 1,000 requests",8183,,0.08,0.08,0,118,Cloud Monitoring
Alphasense Inc,AmazonEC2,BoxUsage:m3.xlarge,1720445548,$0.266 per On Demand Linux m3.xlarge Instance Hour,6484.291946,,1724.82,1724.82,0,119,Compute - BU
Alphasense Inc,AWSQueueService,APS3-Requests-Tier1,1696977797,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",52,,0,0,0,120,Cloud Pub/Sub
Alphasense Inc,AmazonGuardDuty,USE1-PaidEventsAnalyzed-Bytes,1440765938,$0.50 per GB for the next 2000 GB / month of data analyzed US East (N.Virginia) region,1614.974607,,807.49,807.49,0,121,Security Command Center
Alphasense Inc,AWSDataTransfer,EU-APN1-AWS-In-Bytes,1698930978,$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Tokyo),0.00000342,,0,0,0,122,VM to VM Ingress
Alphasense Inc,AmazonCloudFront,AP-DataTransfer-Out-OBytes,1109507285,$0.060 per GB - All data transfer out to Origin (Asia),2.73971724,,0.16,0.16,0,123,Cloud CDN
Alphasense Inc,AmazonEC2,EBSOptimized:r3.xlarge,1720455910,$0.02 for 500 Mbps per r3.xlarge instance-hour (or partial hour),719,,14.38,14.38,0,124,Others
Alphasense Inc,AmazonEC2,SpotUsage:r4.4xlarge,1719480577,r4.4xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #5,28.5425,,10.34,10.34,0,125,Compute - SU
Alphasense Inc,AWSDataTransfer,USE1-APS2-AWS-Out-Bytes,1698932208,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),0.34346876,,0.01,0.01,0,126,VM to VM Egress
Alphasense Inc,AWSDataTransfer,DataTransfer-Out-Bytes,1698932166,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,5221.439886,,469.93,469.93,0,127,Internet Egress
Alphasense Inc,AWSCloudTrail,CAN1-FreeEventsRecorded,1655223510,0.0 per free event recorded in Canada (Central) region,25202,,0,0,0,128,Others
Alphasense Inc,AWSDataTransfer,USW2-USE1-AWS-Out-Bytes,1698922006,$0.02 per GB - US West (Oregon) data transfer to US East (Northern Virginia),125.6860131,,2.51,2.51,0,129,VM to VM Egress
Alphasense Inc,AmazonS3,APS3-Requests-Tier2,1686269233,"$0.004 per 10,000 GET and all other requests",2776,,0,0,0,130,GC Storage
Alphasense Inc,AmazonEC2,SpotUsage:r3.4xlarge,1719503429,r3.4xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #5,61.798889,,18.11,18.11,0,131,Compute - SU
Alphasense Inc,AWSDataTransfer,USE1-EUN1-AWS-Out-Bytes,1698932151,USD 0.02 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),0.00000704,,0,0,0,132,VM to VM Egress
Alphasense Inc,AmazonCloudWatch,EU-CW:Requests,1682794290,"$0.01 per 1,000 requests",8180,,0.08,0.08,0,133,Cloud Monitoring
Alphasense Inc,AWSDataTransfer,USE1-USW1-AWS-In-Bytes,1698932295,$0.00 per GB - US East (Northern Virginia) data transfer from US West (Northern California),0.00003147,,0,0,0,134,VM to VM Ingress
Alphasense Inc,AmazonEC2,CPUCredits:t3,1720455768,$0.05 per vCPU-Hour of T3 CPU Credits,671.482874,,33.57,33.57,0,135,Others
Alphasense Inc,AWSDataTransfer,USE1-APN2-AWS-In-Bytes,1698932163,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Seoul),0.53973935,,0,0,0,136,VM to VM Ingress
Alphasense Inc,AmazonEC2,SpotUsage:m4.large,1719493866,m4.large Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #5,3590.819725,,118.45,118.45,0,137,Compute - SU
Alphasense Inc,AWSConfig,USE1-ConfigRuleEvaluations,1655132493,"$0.001 for the first 100,000 evaluations in  US East (N.Virginia) region",100000,,100,100,0,138,Cloud Asset Inventory
Alphasense Inc,AmazonCloudFront,CA-Requests-Tier1,1109507242,"$0.0075 per 10,000 HTTP Requests (Canada)",1538,,0,0,0,139,Cloud CDN
Alphasense Inc,AmazonSNS,DeliveryAttempts-SMTP,1697106153,"First 1,000 Amazon SNS Email/Email-JSON Notifications per month are free",1000,,0,0,0,140,Cloud Pub/Sub
Alphasense Inc,AmazonCloudWatch,APS3-CW:Requests,1682787758,"$0.00 per request - first 1,000,000 requests",8180,,0,0,0,141,Cloud Monitoring
Alphasense Inc,AmazonEC2,SpotUsage:c3.large,1719503900,c3.large Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #12,1890.475276,,55.58,55.58,0,142,Compute - SU
Alphasense Inc,AWSDataTransfer,APS3-EUN1-AWS-In-Bytes,1698931726,USD 0.0 per GB for EUN1-AWS-In-Bytes in EU (Stockholm),1.10E-07,,0,0,0,143,VM to VM Ingress
Alphasense Inc,AWSDataTransfer,APN2-USE1-AWS-Out-Bytes,1698649403,$0.080 per GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00042058,,0,0,0,144,VM to VM Egress
Alphasense Inc,AWSDataTransfer,APS1-DataTransfer-In-Bytes,1698922260,$0.000 per GB - data transfer in per month,5.00E-07,,0,0,0,145,Internet Ingress
Alphasense Inc,AWSDataTransfer,APS3-APN2-AWS-Out-Bytes,1698931581,$0.086 per GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Seoul),0.00000349,,0,0,0,146,VM to VM Egress
Alphasense Inc,AWSDataTransfer,USE1-APS1-AWS-Out-Bytes,1698932182,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Singapore),0.00009123,,0,0,0,147,VM to VM Egress
Alphasense Inc,AmazonEC2,SpotUsage:m5a.4xlarge,1719497214,m5a.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #12,800.299438,,279.09,279.09,0,148,Compute - SU
Alphasense Inc,AmazonEC2,EUW2-ElasticIP:IdleAddress,1720337770,$0.00 per Elastic IP address not attached to a running instance for the first hour,1,,0,0,0,149,Idle Address
Alphasense Inc,AWSDataTransfer,EUW2-AFS1-AWS-Out-Bytes,1698930847,USD 0.02 per GB for EUN1-AWS-Out-Bytes in Africa (Cape Town),0.000001,,0,0,0,150,VM to VM Egress
Alphasense Inc,AmazonCloudFront,IN-DataTransfer-Out-OBytes,1109507332,$0.16 per GB - All data transfer out to Origin (India),12.57936829,,2.01,2.01,0,151,Cloud CDN
Alphasense Inc,AmazonRedshift,Node:dc2.large,1655098668,$0.250 per Redshift Dense Compute Large (DC2.L) Compute Node-hour (or partial hour),718.468334,,179.62,179.62,0,152,Others
